run_id,lead_hours,field,pressure_hpa,baseline_rmse,residual_rmse,rmse_reduction_pct
k1_w128_d16,6,specific_cloud_ice_water_content,850,2.1640443022432682e-06,2.6661115498114314e-06,-23.200414476160013
k1_w128_d16,6,specific_cloud_ice_water_content,875,1.9853336181535023e-06,2.433264851244387e-06,-22.562013204989274
k1_w128_d16,6,specific_cloud_ice_water_content,900,1.7689293971152447e-06,2.4627706274997696e-06,-39.223794432724986
k1_w128_d16,6,specific_cloud_ice_water_content,925,1.536700412358683e-06,2.8043683384153404e-06,-82.49284739313063
k1_w128_d16,6,specific_cloud_ice_water_content,950,1.3183424391175329e-06,2.128954151674579e-06,-61.487189405785216
k1_w128_d16,6,specific_cloud_ice_water_content,975,1.1477205634466718e-06,1.5455765905463827e-06,-34.66488619014771
k1_w128_d16,6,specific_cloud_ice_water_content,1000,1.0316499540797703e-06,1.4163029190979935e-06,-37.2852209702595
k1_w128_d16,6,specific_cloud_liquid_water_content,1,2.794234220664137e-06,4.832249885396819e-06,-72.9364650128823
k1_w128_d16,6,specific_cloud_liquid_water_content,2,2.7952225406303136e-06,4.845046223872984e-06,-73.33311224588373
k1_w128_d16,6,specific_cloud_liquid_water_content,3,2.7823814575494895e-06,4.86294513787447e-06,-74.7763637757054
k1_w128_d16,6,specific_cloud_liquid_water_content,5,2.7920807944562068e-06,4.867844038634516e-06,-74.3446696922175
k1_w128_d16,6,specific_cloud_liquid_water_content,7,2.8064188073102174e-06,4.8431651514599405e-06,-72.57456865826171
k1_w128_d16,6,specific_cloud_liquid_water_content,10,2.783263464339788e-06,4.830058496550336e-06,-73.5393920997725
k1_w128_d16,6,specific_cloud_liquid_water_content,20,2.441444851051319e-06,4.347260908559964e-06,-78.06099149394979
k1_w128_d16,6,specific_cloud_liquid_water_content,30,1.9925068141787895e-06,4.270192386678449e-06,-114.31256125658003
k1_w128_d16,6,specific_cloud_liquid_water_content,50,1.8631593566891737e-06,4.463765249748709e-06,-139.5804327591603
k1_w128_d16,6,specific_cloud_liquid_water_content,70,1.5703618007701363e-06,5.723576887059092e-06,-264.4750454482615
k1_w128_d16,6,specific_cloud_liquid_water_content,100,1.4835638305329368e-06,5.050817769070901e-06,-240.4516654505192
k1_w128_d16,6,specific_cloud_liquid_water_content,125,1.410904200793002e-06,3.858031904342855e-06,-173.443930649185
k1_w128_d16,6,specific_cloud_liquid_water_content,150,1.494652820616409e-06,3.136925216450656e-06,-109.87651267114713
k1_w128_d16,6,specific_cloud_liquid_water_content,175,1.6786215360921232e-06,2.4771868301946677e-06,-47.572682521494784
k1_w128_d16,6,specific_cloud_liquid_water_content,200,1.8146868836472083e-06,2.9411032290601824e-06,-62.07221507817762
k1_w128_d16,6,specific_cloud_liquid_water_content,225,1.6870668901885045e-06,2.2086080801489258e-06,-30.914078925592968
k1_w128_d16,6,specific_cloud_liquid_water_content,250,1.7668584320715404e-06,2.5644266316613283e-06,-45.140469950084494
k1_w128_d16,6,specific_cloud_liquid_water_content,300,2.183858074862636e-06,3.3040851019131594e-06,-51.295779700381196
k1_w128_d16,6,specific_cloud_liquid_water_content,350,2.6428365490185532e-06,3.570765740501577e-06,-35.11110786732614
k1_w128_d16,6,specific_cloud_liquid_water_content,400,3.651084934690932e-06,5.186262888945145e-06,-42.047171778110595
k1_w128_d16,6,specific_cloud_liquid_water_content,450,5.691744733584412e-06,7.435474986274378e-06,-30.636128890338355
k1_w128_d16,6,specific_cloud_liquid_water_content,500,8.483398114937064e-06,1.0754857297254205e-05,-26.775345817116513
k1_w128_d16,6,specific_cloud_liquid_water_content,550,1.118571670094924e-05,1.2912152379627536e-05,-15.434287536817282
k1_w128_d16,6,specific_cloud_liquid_water_content,600,9.996005796844106e-06,1.4978655742419016e-05,-49.8464091242125
k1_w128_d16,6,specific_cloud_liquid_water_content,650,9.076147480913975e-06,1.433435958967351e-05,-57.93440575769522
k1_w128_d16,6,specific_cloud_liquid_water_content,700,9.91877844652828e-06,1.4776743118899964e-05,-48.97744917441968
k1_w128_d16,6,specific_cloud_liquid_water_content,750,1.1406600764237625e-05,1.8226254545354417e-05,-59.7869069153188
k1_w128_d16,6,specific_cloud_liquid_water_content,775,1.2568086488807575e-05,2.1587685787101154e-05,-71.76589138152355
k1_w128_d16,6,specific_cloud_liquid_water_content,800,1.3641870350792871e-05,3.203251617263444e-05,-134.81029616127893
k1_w128_d16,6,specific_cloud_liquid_water_content,825,1.6329404614277886e-05,5.836504051550185e-05,-257.4229550566063
k1_w128_d16,6,specific_cloud_liquid_water_content,850,1.6847740530296812e-05,0.00014817940657696986,-779.5209441319628
k1_w128_d16,6,specific_cloud_liquid_water_content,875,1.631043202896774e-05,0.00022990272024724984,-1309.5440258046922
k1_w128_d16,6,specific_cloud_liquid_water_content,900,1.611341850602216e-05,8.377031147644706e-05,-419.87920158059006
k1_w128_d16,6,specific_cloud_liquid_water_content,925,1.511496953362586e-05,3.167977492353044e-05,-109.59205278616876
k1_w128_d16,6,specific_cloud_liquid_water_content,950,1.2197688597034928e-05,3.3679272742850454e-05,-176.11192460707167
k1_w128_d16,6,specific_cloud_liquid_water_content,975,9.226713461797311e-06,2.38805278092516e-05,-158.81943671630842
k1_w128_d16,6,specific_cloud_liquid_water_content,1000,6.6486950949923395e-06,1.672596339793491e-05,-151.56761077121078
k1_w256_d16,6,temperature,1,9.9039903324195,8.262192085636086,16.577139028591226
k1_w256_d16,6,temperature,2,7.803570145844489,10.397823129748051,-33.24443729496094
k1_w256_d16,6,temperature,3,5.9621518485255605,9.423932492302557,-58.06260443757558
k1_w256_d16,6,temperature,5,4.385090055922865,6.6112449876361845,-50.766458688949626
k1_w256_d16,6,temperature,7,3.7635630458508427,5.99213522592479,-59.21442401584975
k1_w256_d16,6,temperature,10,2.9208224696340426,4.766236934380119,-63.18132936635801
k1_w256_d16,6,temperature,20,2.0939721623718794,3.308551907191971,-58.00362424323326
k1_w256_d16,6,temperature,30,1.8917885452409964,3.466446114841036,-83.23644698881729
k1_w256_d16,6,temperature,50,0.6339756338755826,1.0606869836172654,-67.30721607282224
k1_w256_d16,6,temperature,70,0.6243969717748195,2.548511427361846,-308.1556353673242
k1_w256_d16,6,temperature,100,0.5034764029686181,4.009230144611079,-696.3094438928405
k1_w256_d16,6,temperature,125,0.4184478439401238,4.189653211557469,-901.2366588169042
k1_w256_d16,6,temperature,150,0.38677046048424973,0.922461438205157,-138.50359126449422
k1_w256_d16,6,temperature,175,0.3775644054013143,0.7177701437743957,-90.10535249250408
k1_w256_d16,6,temperature,200,0.38323074057548784,0.9188711465058109,-139.7696868278274
k1_w256_d16,6,temperature,225,0.38311832551746733,0.8177495782324455,-113.44569647717422
k1_w256_d16,6,temperature,250,0.375536959642129,0.8500256063702403,-126.34938706972521
k1_w256_d16,6,temperature,300,0.3536067996173306,0.9720931958452622,-174.90794772534093
k1_w256_d16,6,temperature,350,0.3426322305011085,0.8984502894450659,-162.22001594276728
k1_w256_d16,6,temperature,400,0.33801091454310517,0.6558466715955815,-94.03121123532361
k1_w256_d16,6,temperature,450,0.33209775732272495,0.5156989580641131,-55.285287748260444
k1_w256_d16,6,temperature,500,0.33127387409214315,0.5898120670452635,-78.043640978826
k1_w256_d16,6,temperature,550,0.3422217082527592,0.8966306550592371,-162.00285763198886
k1_w256_d16,6,temperature,600,0.3478688610140707,1.0846229154547122,-211.7907455967555
k1_w256_d16,6,temperature,650,0.3556504872882546,1.8818281631107825,-429.1228974432872
k1_w256_d16,6,temperature,700,0.3678094238226653,1.1140616359512523,-202.89099837974328
k1_w256_d16,6,temperature,750,0.3968346574752268,1.3287649424573513,-234.8409513703581
k1_w256_d16,6,temperature,775,0.4133984937280579,0.7483861526249189,-81.03262686709807
k1_w256_d16,6,temperature,800,0.4307056925500911,1.1787023586963685,-173.66769910042117
k1_w256_d16,6,temperature,825,0.45249175291351046,1.1634338587101556,-157.11714107915134
k1_w256_d16,6,temperature,850,0.4705338382263487,3.6919265947821005,-684.6250991636678
k1_w256_d16,6,temperature,875,0.4887812131023916,3.201671041234098,-555.0315264599584
k1_w256_d16,6,temperature,900,0.4954273893251506,1.1937656328866781,-140.9567292015835
k1_w256_d16,6,temperature,925,0.4964039870728035,1.2108408972071076,-143.92247619669573
k1_w256_d16,6,temperature,950,0.504320183895474,1.0079493852937949,-99.86298734034087
k1_w256_d16,6,temperature,975,0.5252808609988815,1.3072879960321921,-148.8740963350987
k1_w256_d16,6,temperature,1000,0.5406172426608639,1.6100380447387692,-197.81477868044374
k1_w256_d16,6,geopotential,1,30406.341476584912,2634.5762900412847,91.33543806291165
k1_w256_d16,6,geopotential,2,20741.683378610287,1677.9939231259518,91.91003983381421
k1_w256_d16,6,geopotential,3,15608.950424260322,1323.5328996836245,91.5206797144636
k1_w256_d16,6,geopotential,5,9579.348559879374,918.5530189824178,90.41111184919673
k1_w256_d16,6,geopotential,7,6064.013373796517,738.6347978721177,87.8193738644465
k1_w256_d16,6,geopotential,10,2819.5194941345767,631.6620037500879,77.59682083900717
k1_w256_d16,6,geopotential,20,1363.2952418466095,503.2681169130508,63.084436777512366
k1_w256_d16,6,geopotential,30,1788.3076932888548,417.3821959935218,76.66049318247245
k1_w256_d16,6,geopotential,50,59.51691839213866,330.74669380284524,-455.7187817145657
k1_w256_d16,6,geopotential,70,53.485756496394174,317.4823352549623,-493.58295750451975
k1_w256_d16,6,geopotential,100,45.11757996644587,209.62890738866724,-364.62799543896
k1_w256_d16,6,geopotential,125,42.396529732231734,153.50402726674645,-262.0674339061431
k1_w256_d16,6,geopotential,150,40.25195897331192,126.76522894991304,-214.92934054206313
k1_w256_d16,6,geopotential,175,39.056070799594366,128.31897719149563,-228.5506569514626
k1_w256_d16,6,geopotential,200,37.6961266483971,134.67391956644946,-257.2619564407581
k1_w256_d16,6,geopotential,225,36.811898588038396,128.36881659847796,-248.71555535630517
k1_w256_d16,6,geopotential,250,36.66323376215063,123.4010857218462,-236.57992778923818
k1_w256_d16,6,geopotential,300,36.35367924692099,121.82298473535805,-235.10496670203187
k1_w256_d16,6,geopotential,350,35.343754282278894,125.25480930700839,-254.39022212139542
k1_w256_d16,6,geopotential,400,34.231231288368654,126.20070026208806,-268.67122657363916
k1_w256_d16,6,geopotential,450,32.43908693383431,128.995512088466,-297.6545713249478
k1_w256_d16,6,geopotential,500,31.13852694360948,122.55849198853582,-293.5911682992709
k1_w256_d16,6,geopotential,550,30.055237075937203,129.07739717798955,-329.46724010815205
k1_w256_d16,6,geopotential,600,29.302774900635853,125.01544741343632,-326.6334769910257
k1_w256_d16,6,geopotential,650,28.674747182888026,120.52668755955143,-320.3234532141824
k1_w256_d16,6,geopotential,700,28.34902904793413,139.45635163030587,-391.92637742373904
k1_w256_d16,6,geopotential,750,28.393628952746923,134.58836800217887,-374.0090399369617
k1_w256_d16,6,geopotential,775,28.56185776252475,133.05055270065986,-365.83297839691625
k1_w256_d16,6,geopotential,800,28.586630139268834,143.9328777209203,-403.49718389227985
k1_w256_d16,6,geopotential,825,28.934198000450955,148.8847973209024,-414.56341495479484
k1_w256_d16,6,geopotential,850,29.348093950023,169.98581047089885,-479.2056232352549
k1_w256_d16,6,geopotential,875,29.8252487858047,169.69069625835317,-468.94980986417556
k1_w256_d16,6,geopotential,900,30.436649089672304,148.30591402521003,-387.2609780014609
k1_w256_d16,6,geopotential,925,31.065069282535653,148.39721884816606,-377.698013477771
k1_w256_d16,6,geopotential,950,31.828719507031295,150.29739559669747,-372.2068557093389
k1_w256_d16,6,geopotential,975,33.0033155245559,145.93401927662936,-342.1798748312063
k1_w256_d16,6,geopotential,1000,34.61192490481373,153.47383314755908,-343.4131692173363
