component,normalized,run,insertion,path,svd_value
C,False,di64_ds32,r0_s0,mesh_interleaved_temporal_r0_s0/~_run_sequence/mamba_block_0/~ssm/x_proj/C_w,1.4067734484655992
C,False,di64_ds32,r0_s0,mesh_interleaved_temporal_r0_s0/~_run_sequence/mamba_block_0/~ssm/x_proj/C_w,1.3774793215081946
C,False,di64_ds32,r0_s0,mesh_interleaved_temporal_r0_s0/~_run_sequence/mamba_block_0/~ssm/x_proj/C_w,1.31928954636704
C,False,di64_ds32,r0_s0,mesh_interleaved_temporal_r0_s0/~_run_sequence/mamba_block_0/~ssm/x_proj/C_w,1.2515625195981124
C,False,di64_ds32,r0_s0,mesh_interleaved_temporal_r0_s0/~_run_sequence/mamba_block_0/~ssm/x_proj/C_w,1.224310781491974
C,False,di64_ds32,r0_s0,mesh_interleaved_temporal_r0_s0/~_run_sequence/mamba_block_0/~ssm/x_proj/C_w,1.170033353603455
C,False,di64_ds32,r0_s0,mesh_interleaved_temporal_r0_s0/~_run_sequence/mamba_block_0/~ssm/x_proj/C_w,1.1237273560827388
C,False,di64_ds32,r0_s0,mesh_interleaved_temporal_r0_s0/~_run_sequence/mamba_block_0/~ssm/x_proj/C_w,1.1129899306357482
C,False,di64_ds32,r0_s0,mesh_interleaved_temporal_r0_s0/~_run_sequence/mamba_block_0/~ssm/x_proj/C_w,1.0458890433710966
C,False,di64_ds32,r0_s0,mesh_interleaved_temporal_r0_s0/~_run_sequence/mamba_block_0/~ssm/x_proj/C_w,1.0317562367016995
C,False,di64_ds32,r0_s0,mesh_interleaved_temporal_r0_s0/~_run_sequence/mamba_block_0/~ssm/x_proj/C_w,1.0090415619061264
C,False,di64_ds32,r0_s0,mesh_interleaved_temporal_r0_s0/~_run_sequence/mamba_block_0/~ssm/x_proj/C_w,0.9303516278560616
C,False,di64_ds32,r0_s0,mesh_interleaved_temporal_r0_s0/~_run_sequence/mamba_block_0/~ssm/x_proj/C_w,0.9108662415844241
C,False,di64_ds32,r0_s0,mesh_interleaved_temporal_r0_s0/~_run_sequence/mamba_block_0/~ssm/x_proj/C_w,0.8944588990990286
C,False,di64_ds32,r0_s0,mesh_interleaved_temporal_r0_s0/~_run_sequence/mamba_block_0/~ssm/x_proj/C_w,0.8493897193995686
C,False,di64_ds32,r0_s0,mesh_interleaved_temporal_r0_s0/~_run_sequence/mamba_block_0/~ssm/x_proj/C_w,0.8217347295703817
C,False,di64_ds32,r0_s0,mesh_interleaved_temporal_r0_s0/~_run_sequence/mamba_block_0/~ssm/x_proj/C_w,0.8093419488460422
C,False,di64_ds32,r0_s0,mesh_interleaved_temporal_r0_s0/~_run_sequence/mamba_block_0/~ssm/x_proj/C_w,0.7589840424846613
