selection,normalized,run,insertion,tensor,path,svd_value
all_matrix_like_mamba_tensors,True,di64_ds32,r0_s0,mamba_block_0/in_proj/w,mesh_interleaved_temporal_r0_s0/~_run_sequence/mamba_block_0/in_proj/w,0.5217162680846588
all_matrix_like_mamba_tensors,True,di64_ds32,r0_s0,mamba_block_0/in_proj/w,mesh_interleaved_temporal_r0_s0/~_run_sequence/mamba_block_0/in_proj/w,0.5203029127704178
all_matrix_like_mamba_tensors,True,di64_ds32,r0_s0,mamba_block_0/in_proj/w,mesh_interleaved_temporal_r0_s0/~_run_sequence/mamba_block_0/in_proj/w,0.5159795140674813
all_matrix_like_mamba_tensors,True,di64_ds32,r0_s0,mamba_block_0/in_proj/w,mesh_interleaved_temporal_r0_s0/~_run_sequence/mamba_block_0/in_proj/w,0.5110372282949612
all_matrix_like_mamba_tensors,True,di64_ds32,r0_s0,mamba_block_0/in_proj/w,mesh_interleaved_temporal_r0_s0/~_run_sequence/mamba_block_0/in_proj/w,0.5065492434914709
all_matrix_like_mamba_tensors,True,di64_ds32,r0_s0,mamba_block_0/in_proj/w,mesh_interleaved_temporal_r0_s0/~_run_sequence/mamba_block_0/in_proj/w,0.49931197292922247
all_matrix_like_mamba_tensors,True,di64_ds32,r0_s0,mamba_block_0/in_proj/w,mesh_interleaved_temporal_r0_s0/~_run_sequence/mamba_block_0/in_proj/w,0.4937480618604664
all_matrix_like_mamba_tensors,True,di64_ds32,r0_s0,mamba_block_0/in_proj/w,mesh_interleaved_temporal_r0_s0/~_run_sequence/mamba_block_0/in_proj/w,0.49170627130962674
all_matrix_like_mamba_tensors,True,di64_ds32,r0_s0,mamba_block_0/in_proj/w,mesh_interleaved_temporal_r0_s0/~_run_sequence/mamba_block_0/in_proj/w,0.4879654635309543
all_matrix_like_mamba_tensors,True,di64_ds32,r0_s0,mamba_block_0/in_proj/w,mesh_interleaved_temporal_r0_s0/~_run_sequence/mamba_block_0/in_proj/w,0.485426066630148
all_matrix_like_mamba_tensors,True,di64_ds32,r0_s0,mamba_block_0/in_proj/w,mesh_interleaved_temporal_r0_s0/~_run_sequence/mamba_block_0/in_proj/w,0.48280686232310693
all_matrix_like_mamba_tensors,True,di64_ds32,r0_s0,mamba_block_0/in_proj/w,mesh_interleaved_temporal_r0_s0/~_run_sequence/mamba_block_0/in_proj/w,0.47888813630809096
all_matrix_like_mamba_tensors,True,di64_ds32,r0_s0,mamba_block_0/in_proj/w,mesh_interleaved_temporal_r0_s0/~_run_sequence/mamba_block_0/in_proj/w,0.47805743667765926
all_matrix_like_mamba_tensors,True,di64_ds32,r0_s0,mamba_block_0/in_proj/w,mesh_interleaved_temporal_r0_s0/~_run_sequence/mamba_block_0/in_proj/w,0.4749719176344979
all_matrix_like_mamba_tensors,True,di64_ds32,r0_s0,mamba_block_0/in_proj/w,mesh_interleaved_temporal_r0_s0/~_run_sequence/mamba_block_0/in_proj/w,0.47325215868321363
all_matrix_like_mamba_tensors,True,di64_ds32,r0_s0,mamba_block_0/in_proj/w,mesh_interleaved_temporal_r0_s0/~_run_sequence/mamba_block_0/in_proj/w,0.4707965887351262
all_matrix_like_mamba_tensors,True,di64_ds32,r0_s0,mamba_block_0/in_proj/w,mesh_interleaved_temporal_r0_s0/~_run_sequence/mamba_block_0/in_proj/w,0.4626352828273798
