label,valid_time,era5_c,pred_c,error_c,abs_error_c
res2_m4_w128_mp1_h6_bs4 (step 78000),2026-01-24 12:00:00,-10.399420166015602,3.4959350585937727,13.895355224609375,13.895355224609375
res2_m4_w128_mp1_h6_bs4 (step 78000),2026-01-24 18:00:00,-7.961706542968727,8.413018798828148,16.374725341796875,16.374725341796875
res2_m4_w128_mp1_h6_bs4 (step 78000),2026-01-25 00:00:00,-6.614233398437477,8.276422119140648,14.890655517578125,14.890655517578125
res2_m4_w128_mp1_h6_bs4 (step 78000),2026-01-25 06:00:00,-6.842749023437477,7.242761230468773,14.08551025390625,14.08551025390625
res2_m4_w128_mp1_h6_bs4 (step 78000),2026-01-25 12:00:00,-5.949133300781227,5.186425781250023,11.13555908203125,11.13555908203125
res2_m4_w128_mp1_h6_bs4 (step 78000),2026-01-25 18:00:00,-0.9989379882812273,7.908410644531273,8.9073486328125,8.9073486328125
res2_m4_w128_mp1_h6_bs4 (step 78000),2026-01-26 00:00:00,1.6336914062500227,5.536645507812523,3.9029541015625,3.9029541015625
res2_m4_w128_mp1_h6_bs4 (step 78000),2026-01-26 06:00:00,-0.9836181640624773,2.8112121582031477,3.794830322265625,3.794830322265625
res2_m4_w128_mp1_h6_bs4 (step 78000),2026-01-26 12:00:00,-2.0976318359374773,2.7418457031250227,4.8394775390625,4.8394775390625
res2_m4_w128_mp1_h6_bs4 (step 78000),2026-01-26 18:00:00,-2.3342041015624773,8.908502197265648,11.242706298828125,11.242706298828125
res2_m4_w128_mp1_h6_bs4 (step 78000),2026-01-27 00:00:00,-3.9899658203124773,7.591699218750023,11.5816650390625,11.5816650390625
res2_m4_w128_mp1_h6_bs4 (step 78000),2026-01-27 06:00:00,-6.858923339843727,4.415826416015648,11.274749755859375,11.274749755859375
res2_m4_w128_mp1_h6_bs4 (step 78000),2026-01-27 12:00:00,-8.906469726562477,2.6162048339843977,11.522674560546875,11.522674560546875
res2_m4_w128_mp1_h6_bs4 (step 78000),2026-01-27 18:00:00,-5.640905761718727,3.3424621582031477,8.983367919921875,8.983367919921875
res2_m4_w128_mp1_h6_bs4 (step 78000),2026-01-28 00:00:00,-4.439031982421852,0.8490844726562727,5.288116455078125,5.288116455078125
res2_m4_w128_mp1_h6_bs4 (step 78000),2026-01-28 06:00:00,-6.505041503906227,0.32262573242189774,6.827667236328125,6.827667236328125
res2_m4_w128_mp1_h6_bs4 (step 78000),2026-01-28 12:00:00,-8.746649169921852,0.10329589843752274,8.849945068359375,8.849945068359375
res2_m4_w128_mp1_h6_bs4 (step 78000),2026-01-28 18:00:00,-5.168676757812477,3.2312561035156477,8.399932861328125,8.399932861328125
res2_m4_w128_mp1_h6_bs4 (step 78000),2026-01-29 00:00:00,-6.373815917968727,4.245385742187523,10.61920166015625,10.61920166015625
res2_m4_w128_mp1_h6_bs4 (step 78000),2026-01-29 06:00:00,-8.877020263671852,1.5455871582031477,10.422607421875,10.422607421875
res2_m4_w128_mp1_h6_bs4 (step 78000),2026-01-29 12:00:00,-10.972570800781227,1.3295837402343977,12.302154541015625,12.302154541015625
res2_m4_w128_mp1_h6_bs4 (step 78000),2026-01-29 18:00:00,-6.115759277343727,4.322259521484398,10.438018798828125,10.438018798828125
res2_m4_w128_mp1_h6_bs4 (step 78000),2026-01-30 00:00:00,-6.351904296874977,6.146752929687523,12.4986572265625,12.4986572265625
res2_m4_w128_mp1_h6_bs4 (step 78000),2026-01-30 06:00:00,-8.039404296874977,2.2437072753906477,10.283111572265625,10.283111572265625
res2_m4_w128_mp1_h6_bs4 (step 78000),2026-01-30 12:00:00,-11.473669433593727,1.3705688476562727,12.84423828125,12.84423828125
res2_m4_w128_mp1_h6_bs4 (step 78000),2026-01-30 18:00:00,-8.677587890624977,4.451715087890648,13.129302978515625,13.129302978515625
res2_m4_w128_mp1_h6_bs4 (step 78000),2026-01-31 00:00:00,-7.929998779296852,3.3441711425781477,11.274169921875,11.274169921875
res2_m4_w128_mp1_h6_bs4 (step 78000),2026-01-31 06:00:00,-10.553808593749977,4.669915771484398,15.223724365234375,15.223724365234375
res2_m4_w128_mp1_h6_bs4 (step 78000),2026-01-31 12:00:00,-12.356268310546852,6.743829345703148,19.10009765625,19.10009765625
res2_m4_w128_mp1_h6_bs4 (step 78000),2026-01-31 18:00:00,-6.756719970703102,7.559411621093773,14.316131591796875,14.316131591796875
